empty_lines,non_empty_lines,average_line_length,line_length_deviation,words,unique_words,chars,tabulators,spaces,tab_indents,space_indents,prefers_tabs_over_spaces,whitespace_to_character_ratio,comments,comment_readability,one_line_to_all_comments,multi_line_to_all_comments,inline_to_all_comments,unindented_comments_to_all,preprocessor_directives,define_name_readability,using_stl_libraries,all_keywords,if_keywords,else_keywords,for_keywords,while_keywords,switch_keywords,do_keywords,variable_name_readability,custom_types,custom_type_name_readability,functions,function_name_readability,function_average_length,function_length_deviation,function_block_braces,nesting_depth,average_parameter_count,parameter_count_deviation,commands,average_commands_per_line,ternary_operations,negation_operator,uses_united_declarations,uses_range_based_for,creation_order,author
0,1,10.97368421,14.2311522,95,33,417,0,349,0,0.9375,0,0.836930456,0,0,0,0,0,0,1,0.836363636,0,5,1,0,3,1,0,0,0.720797721,1,0.816326531,0,0,0,0,3,3,0,0,25,0.78125,0,0,1,0,0,.jaz
0,1,11.41176471,17.6114082,80,19,388,0,421,0,1.034482759,0,1.085051546,0,0,0,0,0,0,1,0.836363636,0,14,8,4,2,0,0,0,0.720797721,1,0.816326531,0,0,0,0,3,2,0,0,18,0.620689655,0,0,1,0,0,.jaz
0,1,12.45454545,17.3030303,159,32,685,0,641,0,1.044444444,0,0.935766423,2,0.857142857,1,0,0,1,1,0.836363636,0,10,4,1,5,0,0,0,0.720797721,1,0.816326531,0,0,0,0,3,5,0,0,37,0.822222222,0,0,1,0,0,.jaz
0,1,15.7721519,17.06653684,301,52,1246,0,476,0,1.086206897,0,0.382022472,4,0.954545455,1,0,0,0,1,0.836363636,1,13,6,0,7,0,0,0,0.722379603,1,0.816326531,2,1,20,6,1,3,3,1,48,0.827586207,0,0,1,0,0,.jaz
0,1,11,13.41666667,116,39,539,0,325,0,1,0,0.60296846,0,0,0,0,0,0,1,0.836363636,1,8,3,0,5,0,0,0,0.723163842,1,0.816326531,1,0,9,0,1,4,1,0,31,0.815789474,1,0,1,0,0,.jaz
0,1,12.425,16.67115385,114,32,497,0,304,0,1.142857143,0,0.61167002,2,0.888888889,1,0,0,0.5,1,0.836363636,1,7,3,0,4,0,0,0,0.723163842,1,0.816326531,0,0,0,0,3,4,0,0,23,0.821428571,1,0,1,0,0,.jaz
0,1,11.5625,16.15026596,123,30,555,0,477,0,1.105263158,0,0.859459459,0,0,0,0,0,0,1,0.836363636,1,9,6,1,2,0,0,0,0.721910112,1,0.816326531,0,0,0,0,3,2,0,0,27,0.710526316,0,0,1,0,0,.jaz
0,1,16.05084746,16.71186441,195,56,947,0,409,0,1.042553191,0,0.43189018,4,0.954545455,1,0,0,0,1,0.836363636,1,11,3,1,6,1,0,0,0.720670391,1,0.816326531,1,1,23,0,1,6,2,0,36,0.765957447,0,0,1,0,0,.jaz
0,1,7.617021277,7.444520705,135,32,716,343,53,82,1.023529412,1,0.553072626,0,0,0,0,0,0,1,0.836363636,0,23,11,7,5,0,0,0,0.719444444,1,0.816326531,0,0,0,0,3,3,0,0,40,0.470588235,0,0,1,0,0,23nigam
0,1,8.739130435,8.973913043,84,31,402,81,46,34,1.111111111,1,0.315920398,0,0,0,0,0,0,1,0.836363636,0,4,2,0,1,1,0,0,0.719444444,1,0.816326531,0,0,0,0,3,2,0,0,22,0.611111111,0,0,1,0,0,23nigam
0,1,11.34693878,10.49192177,95,25,556,95,45,41,0.955555556,1,0.251798561,0,0,0,0,0,0,1,0.836363636,0,11,4,2,5,0,0,0,0.717451524,1,0.816326531,0,0,0,0,3,4,0,0,27,0.6,0,0,1,0,0,23nigam
0,1,10.60377358,9.114658926,99,31,562,79,36,37,1,1,0.204626335,2,1,1,0,0,0,1,0.836363636,1,7,2,2,3,0,0,0,0.717451524,1,0.816326531,0,0,0,0,3,2,0,0,27,0.642857143,0,0,1,0,0,23nigam
0,1,11.23770492,9.685611706,238,51,1371,141,99,42,0.582524272,1,0.175054705,49,0.780487805,1,0,0,0.959183673,1,0.836363636,1,15,3,2,10,0,0,0,0.718232044,1,0.816326531,1,1,10,0,2,3,2,0,62,0.601941748,0,1,0,0,0,23nigam
0,1,12.68421053,7.549707602,53,24,241,17,9,11,0.611111111,1,0.107883817,0,0,0,0,0,0,1,0.836363636,1,4,1,0,3,0,0,0,0.718232044,0,0.816326531,0,0,0,0,3,3,0,0,13,0.722222222,0,0,1,0,0,23nigam
0,1,9.925925926,14.22711391,112,28,536,2,609,0,0.941176471,0,1.139925373,0,0,0,0,0,0,1,0.836363636,0,11,4,3,1,3,0,0,0.718232044,1,0.816326531,0,0,0,0,3,3,0,0,27,0.529411765,0,0,1,0,0,23nigam
0,1,11.44198895,11.55445058,424,97,2071,0,1358,0,0.795180723,0,0.655721873,3,0.75,1,0,0,0,1,0.838235294,1,31,16,1,11,3,0,0,0.721311475,1,0.816326531,3,0.333333333,9.666666667,3.777777778,2,4,1.333333333,0.444444444,89,0.536144578,0,3,1,0,0,23nigam
0,1,10.73333333,10.01609195,65,33,322,0,160,0,0.851851852,0,0.49689441,2,0.5,1,0,0,0,1,0.838235294,0,5,2,1,1,1,0,0,0.721311475,0,0.816326531,0,0,0,0,3,2,0,0,19,0.703703704,0,0,1,0,0,23nigam
0,1,13.30097087,16.63097278,334,62,1370,0,985,0,1.12345679,0,0.718978102,10,0.92,1,0,0,0,1,0.838235294,1,16,7,2,6,1,0,0,0.718918919,1,0.816326531,0,0,0,0,3,4,0,0,58,0.716049383,1,0,1,0,0,37ae912
0,1,10.39772727,12.20284744,186,39,915,0,472,0,1.136363636,0,0.515846995,43,0.8,0,1,0,0,1,0.838235294,1,17,6,1,8,2,0,0,0.716981132,1,0.816326531,1,1,5,0,2,4,0,0,47,0.712121212,0,0,1,0,0,37ae912
0,1,8.489795918,12.46173469,95,28,416,0,316,0,1.205882353,0,0.759615385,5,0.9,0,1,0,0,1,0.838235294,1,8,3,0,2,3,0,0,0.717741935,1,0.816326531,0,0,0,0,3,4,0,0,22,0.647058824,0,0,1,0,0,37ae912
0,1,9.052631579,12.8843985,123,23,516,0,445,0,1.159090909,0,0.862403101,6,1,0,1,0,0,1,0.838235294,0,14,8,2,3,1,0,0,0.717741935,1,0.816326531,0,0,0,0,3,4,0,0,27,0.613636364,1,0,1,0,0,37ae912
0,1,9.647058824,12.77518928,223,52,984,0,830,0,1.012195122,0,0.843495935,4,0.909090909,1,0,0,0.25,1,0.838235294,1,16,6,4,3,3,0,0,0.717741935,1,0.816326531,1,1,41,0,2,4,0,0,54,0.658536585,1,1,1,0,0,37ae912
0,1,10.58490566,11.94521045,115,28,561,0,270,0,1.135135135,0,0.481283422,4,0.875,1,0,0,0,1,0.838235294,0,7,3,0,3,1,0,0,0.713903743,1,0.816326531,0,0,0,0,3,3,0,0,29,0.783783784,0,0,1,0,0,37ae912
0,1,13.49197861,13.27669484,556,88,2523,12,1273,6,0.897959184,1,0.509314308,26,0.891891892,0.5,0.5,0,0.230769231,1,0.838235294,1,23,7,0,16,0,0,0,0.714666667,1,0.816326531,3,1,28.66666667,7.555555556,2,6,1,1.333333333,100,0.680272109,0,0,1,0,0,37ae912
0,1,13.0952381,11.93118069,341,83,1925,14,566,7,0.8,1,0.301298701,7,0.8,1,0,0,0.857142857,1,0.838235294,1,15,7,1,6,1,0,0,0.716180371,1,0.816326531,4,0.75,15.25,4.25,2,4,1.25,1.25,63,0.547826087,1,1,0,0,0,37ae912
0,1,15.47916667,10.61118421,263,70,1486,40,287,20,0.638554217,1,0.220053836,9,0.80952381,1,0,0,0.666666667,1,0.838235294,1,12,5,2,5,0,0,0,0.712401055,1,0.816326531,1,1,13,0,2,3,1,0,50,0.602409639,0,0,0,0,0,37ae912
0,1,9.23943662,8.245875252,152,41,656,112,92,50,1,1,0.31097561,0,0,0,0,0,0,1,0.838235294,1,11,2,2,5,2,0,0,0.712401055,1,0.816326531,2,0,5,0,1,3,0,0,37,0.649122807,0,0,1,0,0,3abdelazim
0,1,13.53846154,11.94331984,112,41,528,26,80,20,0.8125,1,0.200757576,0,0,0,0,0,0,1,0.838235294,1,3,1,0,2,0,0,0,0.712401055,1,0.816326531,3,0.333333333,5,0,1,3,1.333333333,1.777777778,20,0.625,0,0,0,0,0,3abdelazim
0,1,10.3,9.214285714,103,40,515,81,71,35,0.953488372,1,0.295145631,0,0,0,0,0,0,1,0.838235294,1,12,3,2,7,0,0,0,0.712401055,1,0.816326531,1,0,5,0,1,3,0,0,21,0.488372093,0,0,0,0,0,3abdelazim
0,1,10.92592593,10.40740741,64,31,295,34,61,17,0.909090909,1,0.322033898,0,0,0,0,0,0,1,0.838235294,0,5,1,0,4,0,0,0,0.712401055,1,0.816326531,0,0,0,0,3,3,0,0,12,0.545454545,0,0,1,0,0,3abdelazim
0,1,11.01315789,9.129298246,174,58,837,80,128,45,0.815384615,1,0.248506571,0,0,0,0,0,0,1,0.838235294,1,12,2,0,7,2,0,1,0.712401055,1,0.816326531,4,0,6,1,1,4,0.75,0.75,35,0.538461538,0,0,1,0,0,3abdelazim
0,1,9.969072165,8.695876289,204,63,967,156,149,73,0.929411765,1,0.31540848,1,1,1,0,0,0,1,0.838235294,1,18,5,2,11,0,0,0,0.713157895,1,0.816326531,2,1,20,7,1,4,0.5,0.5,43,0.505882353,0,0,1,0,0,3abdelazim
0,1,10.75572519,9.336171462,319,68,1409,211,259,94,0.882352941,1,0.333569908,0,0,0,0,0,0,1,0.838235294,1,25,13,1,11,0,0,0,0.709424084,1,0.816326531,5,1,6.8,1.84,1,4,2.8,0.64,54,0.453781513,0,0,1,0,0,3abdelazim
0,1,10.51190476,9.604847963,211,45,883,116,158,56,0.878378378,1,0.310305776,0,0,0,0,0,0,1,0.838235294,1,16,6,1,9,0,0,0,0.710182768,1,0.816326531,5,0.75,9,4,1,3,1.8,0.72,34,0.459459459,0,0,0,0,0,3abdelazim
0,1,10.85714286,8.898954704,103,40,456,62,65,28,0.864864865,1,0.278508772,0,0,0,0,0,0,1,0.838235294,1,6,1,0,4,1,0,0,0.710182768,1,0.816326531,1,0,5,0,1,3,0,0,22,0.594594595,0,0,0,0,0,3abdelazim
0,1,15.20652174,13.50298614,254,66,1399,0,824,0,0.784090909,0,0.588992137,13,0.857142857,0.230769231,0.769230769,0,0.230769231,1,0.838235294,1,16,5,1,7,3,0,0,0.708333333,1,0.816326531,1,1,31,0,1,4,4,0,53,0.602272727,0,0,1,0,0,3of7
0,1,11.22680412,19.41231772,503,63,2178,0,3465,0,0.916666667,0,1.590909091,0,0,0,0,0,0,1,0.838235294,1,57,17,5,35,0,0,0,0.70984456,1,0.816326531,0,0,0,0,3,3,0,0,140,0.729166667,0,0,1,0,0,3of7
0,1,16.53488372,11.36434109,121,53,711,0,280,0,0.609756098,0,0.393811533,0,0,0,0,0,0,1,0.838235294,1,3,0,0,3,0,0,0,0.70984456,1,0.816326531,0,0,0,0,3,3,0,0,25,0.609756098,0,0,1,0,0,3of7
0,1,13.85964912,11.43953634,145,57,790,0,474,0,0.709090909,0,0.6,0,0,0,0,0,0,1,0.838235294,1,11,4,2,4,1,0,0,0.70984456,1,0.816326531,0,0,0,0,3,5,0,0,32,0.581818182,0,0,0,0,0,3of7
0,1,14.97183099,13.87323944,218,65,1063,0,698,0,0.75,0,0.656632173,0,0,0,0,0,0,1,0.838235294,1,21,8,4,9,0,0,0,0.710594315,1,0.816326531,1,1,8,0,1,5,2,0,46,0.676470588,0,0,1,0,0,3of7
0,1,14.28455285,16.4726776,347,84,1757,0,1571,0,0.830508475,0,0.894137735,2,1,1,0,0,0.5,1,0.838235294,1,28,16,1,11,0,0,0,0.710594315,1,0.816326531,1,1,7,0,1,5,2,0,75,0.63559322,0,5,1,0,0,3of7
0,1,14.25,12.5245098,140,49,741,0,436,0,0.653061224,0,0.588394062,14,0.846153846,0,1,0,0,1,0.838235294,1,11,6,0,5,0,0,0,0.708762887,1,0.816326531,1,0,4,0,1,4,1,0,27,0.551020408,0,1,1,0,0,3of7
0,1,14.29268293,13.12134899,227,66,1172,0,754,0,0.743589744,0,0.64334471,0,0,0,0,0,0,1,0.838235294,1,13,4,0,8,1,0,0,0.706940874,1,0.816326531,1,0,6,0,1,4,2,0,53,0.679487179,0,0,1,0,0,3of7
0,1,15.04819277,14.89744343,257,74,1249,0,960,0,0.7875,0,0.768614892,0,0,0,0,0,0,1,0.838235294,1,16,6,3,7,0,0,0,0.706940874,1,0.816326531,1,0,4,0,1,5,1,0,54,0.675,0,1,1,0,0,3of7
0,1,16.3,14.38965517,99,56,489,0,242,0,0.724137931,0,0.494887526,0,0,0,0,0,0,1,0.838235294,1,4,1,1,2,0,0,0,0.707692308,1,0.816326531,0,0,0,0,3,4,0,0,19,0.655172414,0,0,0,0,0,735612658
0,1,12.64,13.97387755,131,42,632,0,513,0,0.833333333,0,0.811708861,1,1,1,0,0,0,1,0.838235294,1,11,7,1,3,0,0,0,0.707692308,1,0.816326531,0,0,0,0,3,3,0,0,28,0.583333333,0,0,0,0,0,735612658
0,1,12.89090909,12.01380471,148,41,709,0,296,0,0.826923077,0,0.417489422,0,0,0,0,0,0,1,0.838235294,0,4,0,0,4,0,0,0,0.707692308,1,0.816326531,3,0.333333333,9.333333333,2.222222222,3,4,0,0,35,0.673076923,0,0,1,0,0,735612658
0,1,17.57635468,21.76286397,762,70,3568,0,2306,0,1.066666667,0,0.646300448,38,0.761904762,0,0.947368421,0.052631579,0,1,0.838235294,1,26,16,1,9,0,0,0,0.704834606,1,0.823529412,2,0.5,78.5,77.5,3,5,1.5,1.5,106,0.642424242,1,0,1,0,0,735612658
0,1,11.33333333,13.4741784,179,55,816,0,751,0,0.915492958,0,0.920343137,2,0.727272727,1,0,0,0,1,0.838235294,1,11,5,1,5,0,0,0,0.705583756,1,0.826923077,0,0,0,0,3,3,0,0,43,0.605633803,0,0,1,0,0,735612658
0,1,11.74603175,17.71223758,159,48,740,0,844,0,1.127272727,0,1.140540541,0,0,0,0,0,0,0,0.838235294,0,14,5,1,7,1,0,0,0.704545455,1,0.826923077,0,0,0,0,3,3,0,0,43,0.781818182,0,1,1,0,0,735612658
0,1,10.67307692,10.78136669,240,70,1110,0,585,0,0.757575758,0,0.527027027,0,0,0,0,0,0,1,0.838235294,1,11,5,1,3,2,0,0,0.704545455,1,0.830188679,3,0.666666667,18,14,2,3,0.666666667,0.888888889,48,0.484848485,1,2,1,0,0,735612658
0,1,9.485714286,10.82277433,155,33,664,0,392,0,0.723076923,0,0.590361446,0,0,0,0,0,0,1,0.838235294,1,6,2,0,1,3,0,0,0.705289673,1,0.830188679,4,0.75,11.25,2.75,2,4,1.5,0.75,33,0.507692308,0,0,1,0,0,735612658
0,1,12.91044776,13.25712347,179,61,865,0,412,0,0.661016949,0,0.476300578,0,0,0,0,0,0,1,0.838235294,1,11,2,0,9,0,0,0,0.706030151,1,0.830188679,4,0.75,4.5,3.5,3,3,1.5,1.5,41,0.694915254,1,0,1,0,0,735612658
0,1,14.47540984,12.56293185,338,107,1766,0,593,0,0.509259259,0,0.335787089,14,0.923076923,0.5,0.5,0,0.5,1,0.84057971,1,12,5,1,6,0,0,0,0.710843373,1,0.830188679,3,1,18,4,2,5,0,0,57,0.527777778,1,0,1,0,0,a180285
0,1,13.26612903,12.42610805,307,98,1645,0,525,0,0.490566038,0,0.319148936,21,1,0,1,0,0,1,0.84057971,1,8,3,0,4,1,0,0,0.711538462,1,0.830188679,3,1,11.33333333,2.444444444,2,5,0.666666667,0.444444444,49,0.462264151,1,0,1,0,0,a180285
0,1,14.06722689,12.27837915,312,97,1674,0,573,0,0.5,0,0.342293907,21,1,0,1,0,0,1,0.84057971,1,13,8,0,4,1,0,0,0.711538462,1,0.830188679,2,1,17,3,2,5,0.5,0.5,43,0.413461538,1,0,1,0,0,a180285
0,1,11.43975904,12.09846659,381,104,1899,0,800,0,0.544217687,0,0.421274355,32,1,0,1,0,0,1,0.84057971,1,18,9,1,5,3,0,0,0.711538462,1,0.833333333,3,0.666666667,18.66666667,10.88888889,2,5,1,0.666666667,59,0.401360544,1,0,1,0,0,a180285
0,1,14.50434783,13.45514874,310,95,1668,0,497,0,0.46875,0,0.297961631,27,0.933333333,0.111111111,0.888888889,0,0.111111111,1,0.84057971,1,7,2,0,4,1,0,0,0.712230216,1,0.833333333,1,1,23,0,2,5,0,0,45,0.46875,1,0,1,0,0,a180285
0,1,13.04878049,12.66493403,305,95,1605,0,487,0,0.447619048,0,0.303426791,29,1,0,1,0,0,1,0.84057971,1,8,3,0,4,1,0,0,0.712230216,1,0.833333333,2,0.5,12.5,6.5,2,5,1,1,37,0.352380952,1,0,1,0,0,a180285
0,1,11.77227723,12.01842274,523,110,2378,0,1098,0,0.627777778,0,0.461732548,31,0.95,0.193548387,0.806451613,0,0,1,0.84057971,1,17,10,2,4,1,0,0,0.712230216,1,0.833333333,6,0.833333333,16.5,9.833333333,2,5,1,1,85,0.472222222,1,0,1,0,0,a180285
0,1,13.34285714,12.70277492,384,109,1868,0,603,0,0.549180328,0,0.322805139,8,0.9,0.125,0.875,0,0,1,0.84057971,1,9,3,0,5,1,0,0,0.712230216,1,0.833333333,6,0.5,9.166666667,8.611111111,2,5,1.333333333,0.666666667,58,0.475409836,1,0,1,0,0,a180285
0,1,13.84033613,12.44395385,319,102,1647,0,627,0,0.542857143,0,0.380692168,7,1,0,1,0,0,1,0.84057971,1,13,6,1,5,1,0,0,0.712230216,1,0.833333333,3,1,14.33333333,3.555555556,2,5,0.666666667,0.444444444,52,0.495238095,1,0,1,0,0,a180285
0,1,10.49411765,7.739635854,183,55,892,18,163,18,0.702702703,1,0.202914798,0,0,0,0,0,0,1,0.842857143,1,9,2,0,4,3,0,0,0.706855792,1,0.833333333,2,0.5,19,0,2,3,1,0,38,0.513513514,0,0,1,0,0,aa2985759
0,1,11.4,9.894117647,82,39,399,7,64,7,0.925925926,1,0.177944862,0,0,0,0,0,0,1,0.842857143,1,2,0,0,1,1,0,0,0.706855792,1,0.833333333,0,0,0,0,3,3,0,0,17,0.62962963,0,0,1,0,0,aa2985759
0,1,10.5,8.318181818,117,43,588,37,92,31,0.918367347,1,0.219387755,0,0,0,0,0,0,1,0.842857143,1,13,5,2,5,1,0,0,0.706855792,1,0.833333333,0,0,0,0,3,3,0,0,30,0.612244898,0,0,1,0,0,aa2985759
0,1,12,9.074074074,74,35,336,8,44,6,0.782608696,1,0.154761905,0,0,0,0,0,0,1,0.842857143,1,4,1,0,2,1,0,0,0.706855792,1,0.833333333,0,0,0,0,3,3,0,0,14,0.608695652,0,0,1,0,0,aa2985759
0,1,12.81904762,9.371336996,300,61,1346,39,194,38,0.783505155,1,0.173105498,0,0,0,0,0,0,1,0.842857143,1,20,7,0,9,4,0,0,0.70754717,1,0.833333333,4,0.25,13,8,2,5,1.25,0.375,69,0.711340206,0,3,1,0,0,aa2985759
0,1,11.41558442,9.162508544,192,53,879,50,132,40,0.855072464,1,0.20705347,0,0,0,0,0,0,1,0.842857143,1,16,5,2,8,1,0,0,0.708235294,1,0.833333333,1,1,9,0,2,5,1,0,46,0.666666667,0,1,1,0,0,aa2985759
0,1,12.60526316,12.25461833,447,79,1916,168,507,56,1.024,1,0.352296451,0,0,0,0,0,0,1,0.842857143,1,24,12,0,9,3,0,0,0.707259953,1,0.833333333,2,1,32.5,27.5,2,6,3,0,88,0.704,1,3,1,0,0,aa2985759
0,1,10.20454545,7.999216301,213,58,898,90,27,51,0.84,1,0.130289532,0,0,0,0,0,0,1,0.842857143,1,15,5,1,8,1,0,0,0.708624709,1,0.833333333,3,0.333333333,16.33333333,7.111111111,2,4,1,1.333333333,52,0.693333333,0,1,1,0,0,aa2985759
0,1,12.08333333,8.546610169,178,44,725,59,17,39,0.849056604,1,0.104827586,0,0,0,0,0,0,1,0.842857143,1,15,6,1,5,3,0,0,0.706976744,1,0.833333333,1,0,31,0,2,3,2,0,34,0.641509434,0,0,1,0,0,aa2985759
0,1,15.9375,9.151209677,127,36,510,54,15,26,0.838709677,1,0.135294118,2,0.7,1,0,0,0,1,0.842857143,1,11,4,0,7,0,0,0,0.706976744,1,0.833333333,0,0,0,0,3,3,0,0,31,1,0,0,1,0,0,aaaaajack
0,1,17.76190476,9.123809524,78,36,373,22,10,15,0.75,1,0.085790885,2,0.7,1,0,0,0,1,0.842857143,0,3,1,0,2,0,0,0,0.706976744,1,0.833333333,0,0,0,0,3,2,0,0,18,0.9,0,0,1,0,0,aaaaajack
0,1,22.44444444,13.53418803,117,42,606,37,21,21,0.807692308,1,0.095709571,2,0.7,1,0,0,0,1,0.842857143,1,10,3,2,5,0,0,0,0.706976744,1,0.833333333,0,0,0,0,3,4,0,0,28,1.076923077,0,0,1,0,0,aaaaajack
0,1,12.27777778,10.32352941,55,23,221,0,108,0,0.764705882,0,0.488687783,0,0,0,0,0,0,1,0.842857143,0,4,1,0,3,0,0,0,0.706976744,1,0.833333333,0,0,0,0,3,3,0,0,14,0.823529412,0,0,1,0,0,aaaaajack
0,1,13.15873016,13.41961086,182,44,829,0,662,0,0.885245902,0,0.798552473,0,0,0,0,0,0,1,0.842857143,1,18,6,3,9,0,0,0,0.706976744,1,0.833333333,0,0,0,0,3,4,0,0,44,0.721311475,0,1,1,0,0,aaaaajack
0,1,15.79439252,9.71415976,355,67,1690,316,37,94,0.886792453,1,0.20887574,6,0.933333333,1,0,0,0,1,0.842857143,1,27,11,7,9,0,0,0,0.706976744,1,0.836363636,0,0,0,0,3,5,0,0,82,0.773584906,0,2,1,0,0,aaaaajack
0,1,13.12903226,8.816129032,97,33,407,44,25,24,0.8,1,0.16953317,0,0,0,0,0,0,1,0.842857143,0,9,5,1,3,0,0,0,0.706976744,1,0.836363636,1,0,4,0,1,3,2,0,23,0.766666667,0,0,1,0,0,aaaaajack
0,1,14.35185185,8.312019567,170,46,775,78,24,40,0.754716981,1,0.131612903,0,0,0,0,0,0,1,0.842857143,1,13,4,1,7,1,0,0,0.706976744,1,0.836363636,1,1,30,0,1,4,3,0,42,0.79245283,0,2,1,0,0,aaaaajack
0,1,14.1,8.134482759,94,30,423,47,11,22,0.75862069,1,0.137115839,0,0,0,0,0,0,1,0.842857143,1,7,2,1,4,0,0,0,0.706976744,1,0.836363636,0,0,0,0,3,3,0,0,23,0.793103448,0,0,1,0,0,aaaaajack
0,1,15.86666667,13.97931034,106,39,476,25,79,15,0.708333333,1,0.218487395,0,0,0,0,0,0,1,0.847222222,1,6,1,0,4,1,0,0,0.706976744,1,0.836363636,0,0,0,0,3,3,0,0,19,0.791666667,0,0,1,0,0,abcsampson
0,1,11.73770492,11.17076503,176,49,716,125,158,44,1,1,0.395251397,0,0,0,0,0,0,1,0.847222222,1,10,4,0,6,0,0,0,0.706976744,1,0.836363636,0,0,0,0,3,2,0,0,38,0.826086957,0,1,1,0,0,abcsampson
0,1,13.5,12.38571429,120,38,486,42,95,21,0.793103448,1,0.281893004,0,0,0,0,0,0,1,0.847222222,1,8,2,1,4,1,0,0,0.706976744,1,0.836363636,0,0,0,0,3,2,0,0,21,0.724137931,0,0,1,0,0,abcsampson
0,1,15.95652174,14.44541063,167,45,734,65,132,29,0.837837838,1,0.268392371,0,0,0,0,0,0,1,0.847222222,1,12,4,3,4,1,0,0,0.706976744,1,0.836363636,0,0,0,0,3,6,0,0,25,0.675675676,0,0,1,0,0,abcsampson
0,1,17.69318182,16.61272205,425,75,1557,111,312,56,0.845070423,1,0.271676301,1,1,1,0,0,0,1,0.847222222,1,12,5,1,5,1,0,0,0.706976744,1,0.836363636,2,1,4,1,1,4,3,2,52,0.732394366,1,2,1,0,0,abcsampson
0,1,14.90697674,14.05204873,157,46,641,38,109,24,0.818181818,1,0.229329173,0,0,0,0,0,0,1,0.847222222,1,7,2,0,4,1,0,0,0.706976744,1,0.836363636,1,0,7,0,1,4,0,0,23,0.696969697,1,0,1,0,0,abcsampson
0,1,16.63157895,14.04978663,159,44,632,42,114,23,0.833333333,1,0.246835443,0,0,0,0,0,0,1,0.847222222,1,5,1,0,4,0,0,0,0.706976744,1,0.836363636,0,0,0,0,3,4,0,0,24,0.8,1,0,1,0,0,abcsampson
0,1,16.32432432,14.52091818,307,73,1208,157,243,50,0.838709677,1,0.331125828,0,0,0,0,0,0,1,0.847222222,1,9,4,0,5,0,0,0,0.706976744,1,0.839285714,2,0.5,2,1,1,6,2,1,46,0.741935484,0,0,1,0,0,abcsampson
