MAXDepth,<<<NULL>>>,AbiTagAttr,AccessSpecDecl,ArraySubscriptExpr,BinaryOperator,CStyleCastExpr,CXXBoolLiteralExpr,CXXConstructExpr,CXXConstructorDecl,CXXConversionDecl,CXXCtorInitializer,CXXDependentScopeMemberExpr,CXXDestructorDecl,CXXFunctionalCastExpr,CXXMemberCallExpr,CXXMethodDecl,CXXOperatorCallExpr,CXXRecordDecl,CXXStaticCastExpr,CXXTemporaryObjectExpr,CXXThisExpr,CXXUnresolvedConstructExpr,CallExpr,ClassTemplateSpecialization,CompoundAssignOperator,CompoundStmt,ConditionalOperator,ConstantExpr,CopyAssignment,CopyConstructor,DeclRefExpr,DeclStmt,DefaultConstructor,DefinitionData,DependentNameType,Destructor,EnumConstantDecl,ExprWithCleanups,FieldDecl,ForStmt,FormatAttr,FriendDecl,FunctionDecl,FunctionTemplateDecl,ImplicitCastExpr,IntegerLiteral,MaterializeTemporaryExpr,MemberExpr,MoveAssignment,MoveConstructor,NoThrowAttr,NullStmt,public,ParenExpr,ParenListExpr,ParmVarDecl,PureAttr,ReturnStmt,StringLiteral,TemplateArgument,TemplateSpecializationType,TemplateTypeParmDecl,TypedefDecl,UnaryOperator,UnresolvedLookupExpr,UsingDecl,UsingShadowDecl,WhileStmt,author
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.jaz
1,0,0,1,0,44,0,1,0,3,0,0,0,1,0,0,1,19,2,0,0,0,2,24,0,0,19,0,1,1,1,105,11,1,1,0,2,1,0,0,5,0,0,19,1,99,31,0,0,1,1,3,0,1,2,0,40,0,4,10,0,0,2,1,12,1,4,7,0,23nigam
1,0,0,1,0,26,0,2,0,3,0,0,0,1,0,0,1,14,2,0,0,0,0,14,0,0,5,0,1,1,1,64,5,1,1,0,2,1,0,0,1,0,0,2,0,50,8,0,0,1,1,0,0,1,0,0,6,0,1,4,0,0,0,0,1,0,0,0,1,23nigam
1,0,0,1,4,23,0,0,0,3,0,0,0,1,0,0,1,18,2,0,0,0,0,18,0,0,8,0,1,1,1,70,8,1,1,0,2,1,0,0,5,0,0,2,0,58,24,0,0,1,1,0,0,1,2,0,6,0,1,6,0,0,0,0,6,0,0,0,0,23nigam
1,0,0,1,0,15,0,0,0,3,0,0,0,1,0,0,1,12,2,0,0,0,0,12,0,0,4,0,1,1,1,58,8,1,1,0,2,1,0,0,3,0,0,2,0,43,8,0,0,1,1,0,0,1,0,0,6,0,1,3,0,0,0,0,3,0,0,0,0,23nigam
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23nigam
1,0,0,1,8,27,0,1,4,6,0,0,0,2,0,0,9,46,13,3,0,4,0,60,0,0,21,1,1,3,3,172,35,3,3,0,5,1,0,7,14,0,0,11,12,93,32,0,4,3,3,0,2,1,4,0,49,0,11,11,0,0,19,2,30,37,0,0,0,23nigam
1,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,7,0,0,0,0,59,3,0,0,0,0,0,0,0,1,0,0,1,0,67,14,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,11,0,0,0,3,23nigam
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23nigam
1,0,0,1,33,75,0,0,1,3,0,0,0,1,0,1,1,9,2,0,0,0,2,22,0,0,20,0,1,1,1,183,20,1,1,0,2,1,0,0,10,0,0,22,1,200,67,0,1,1,1,3,0,1,10,0,44,0,7,6,0,0,2,1,24,1,3,3,2,23nigam
1,0,0,0,1,79,0,2,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,16,0,0,8,6,0,0,0,105,14,0,0,0,0,0,0,0,5,0,0,2,0,89,49,0,5,0,0,0,0,0,11,0,1,0,1,4,0,0,0,0,12,0,0,0,1,37ae912
1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,20,4,0,0,0,0,0,0,0,1,0,0,3,0,30,3,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,3,0,0,0,1,37ae912
1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,33,6,0,0,0,0,0,0,0,1,0,0,2,0,27,9,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,6,0,0,0,3,37ae912
1,0,0,0,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,2,0,0,0,65,9,0,0,0,0,0,0,0,3,0,0,1,0,71,32,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,16,0,0,0,1,37ae912
1,0,0,1,8,23,0,9,0,3,0,0,5,1,0,0,46,5,5,0,0,4,0,19,0,2,11,3,1,3,3,93,12,3,3,0,4,1,0,0,3,0,0,8,40,75,14,0,13,3,3,0,0,1,2,0,34,0,2,6,0,0,75,0,16,5,0,0,3,37ae912
1,0,0,1,8,29,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,5,0,0,4,0,1,1,1,57,7,1,1,0,2,1,0,0,3,0,0,2,0,61,14,0,0,1,1,0,0,1,2,0,6,0,1,5,0,0,0,0,7,0,0,0,1,37ae912
1,0,0,3,47,45,0,1,0,5,0,0,0,2,0,0,1,2,4,0,0,0,2,19,0,2,22,0,1,2,2,201,23,2,2,0,4,1,0,0,15,0,1,25,1,214,23,0,0,2,2,3,0,2,0,0,56,0,5,5,0,0,2,1,21,1,3,3,0,37ae912
1,0,0,3,20,17,0,14,0,5,0,0,0,2,0,4,1,2,4,0,0,0,2,29,0,0,17,1,1,2,2,120,10,2,2,0,4,3,0,0,6,0,1,26,1,130,17,0,4,2,2,3,0,2,0,0,58,0,11,7,0,0,2,1,12,1,3,3,1,37ae912
1,0,0,1,8,30,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,10,0,2,10,0,1,1,1,83,14,1,1,0,2,1,0,0,5,0,0,23,1,87,13,0,0,1,1,3,0,1,3,0,53,0,5,6,0,0,2,1,8,1,3,3,0,37ae912
2,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,65,11,0,0,0,0,0,0,0,3,0,0,4,0,59,10,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,13,0,0,0,2,3abdelazim
1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,39,8,0,0,0,0,0,1,0,1,0,0,5,0,44,4,2,0,0,0,0,0,0,0,0,6,0,5,7,0,0,0,0,3,0,0,0,0,3abdelazim
4,0,0,0,4,15,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,9,0,0,0,0,43,13,0,0,0,0,0,1,0,6,0,0,3,0,46,21,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,10,0,0,0,0,3abdelazim
2,0,0,1,0,8,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,0,11,0,0,4,0,1,1,1,40,6,1,1,0,2,1,0,0,3,0,0,2,0,35,6,0,0,1,1,0,0,1,1,0,6,0,0,6,0,0,0,0,4,0,0,0,0,3abdelazim
2,0,0,1,13,19,0,0,11,3,0,0,0,1,0,4,1,17,2,0,0,0,0,32,0,0,15,0,1,1,1,120,14,1,1,0,2,1,7,0,7,0,0,8,0,125,14,7,4,1,1,0,0,1,0,0,10,0,5,12,0,0,0,0,8,0,0,0,1,3abdelazim
3,0,0,1,8,23,1,4,4,3,0,0,0,1,0,6,1,31,2,0,0,0,0,44,0,2,18,0,1,1,1,141,19,1,1,0,2,1,2,0,10,0,0,4,0,149,27,2,6,1,1,0,0,1,1,0,7,0,4,9,0,0,0,0,14,0,0,0,0,3abdelazim
2,0,17,136,56,1257,111,261,167,328,6,86,957,72,62,248,1803,643,636,118,66,970,199,2760,563,31,1461,77,128,397,397,5056,534,397,397,0,470,97,122,167,40,0,5,451,378,2806,1108,125,1953,397,397,3,87,89,502,77,4264,7,861,80,0,0,1041,647,719,816,103,113,49,3abdelazim
2,0,0,0,0,45,0,0,9,0,0,0,18,0,1,4,14,15,8,6,0,4,4,60,4,3,56,0,1,4,4,206,33,4,4,0,4,1,5,5,14,0,0,56,26,155,39,2,24,4,4,0,4,0,4,0,116,1,38,7,0,0,57,0,34,18,8,7,1,3abdelazim
2,0,0,0,0,10,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,14,0,0,6,0,0,0,0,45,10,0,0,0,0,0,2,0,3,0,0,3,0,43,7,2,2,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,8,0,0,0,1,3abdelazim
2,0,0,1,6,18,0,0,9,3,0,0,0,1,0,16,2,31,2,0,0,1,2,57,0,0,19,0,1,1,1,138,15,1,1,0,2,1,12,0,5,0,0,20,1,127,17,12,17,1,1,3,0,1,6,0,45,0,4,7,0,0,2,1,8,1,4,7,3,3of7
2,0,0,1,0,118,0,2,2,3,0,0,0,1,1,0,1,72,2,0,0,0,2,77,0,0,58,0,1,1,1,359,48,1,1,0,2,1,1,0,35,0,0,19,1,338,76,1,0,1,1,3,0,1,6,0,40,0,3,9,0,0,2,1,39,1,4,7,0,3of7
2,0,0,1,0,18,0,0,2,3,0,0,0,1,0,2,1,18,2,0,0,0,2,26,0,0,7,0,1,1,1,79,10,1,1,0,2,1,3,0,3,0,0,19,1,80,14,1,2,1,1,3,0,1,1,0,40,0,3,6,0,0,2,1,3,1,4,7,0,3of7
2,0,0,1,16,10,0,0,2,3,0,0,0,1,0,7,1,15,2,0,0,0,2,27,0,0,13,0,1,1,1,84,11,1,1,0,2,1,3,0,4,0,0,19,1,86,18,4,7,1,1,3,0,1,2,0,40,0,3,8,0,0,2,1,7,1,4,7,1,3of7
3,0,0,1,4,31,1,5,10,3,0,0,173,1,0,11,47,48,19,0,0,77,4,248,3,0,94,0,4,9,9,358,44,9,9,0,10,1,4,0,11,0,0,87,36,157,31,5,268,9,9,3,3,1,0,0,221,1,9,7,0,0,83,10,22,74,31,27,0,3of7
2,0,0,1,0,42,0,6,0,3,0,0,0,1,0,4,1,26,2,0,3,0,2,38,0,0,23,0,1,1,1,147,17,1,1,0,2,1,2,0,9,0,0,20,1,148,29,4,4,1,1,3,0,1,11,0,42,0,3,6,0,0,2,1,18,1,4,7,0,3of7
2,0,0,1,0,8,0,0,0,3,0,0,0,1,0,0,1,9,2,0,0,0,2,14,0,0,8,0,1,1,1,52,6,1,1,0,2,1,0,0,3,0,0,20,1,45,6,0,0,1,1,3,0,1,1,0,41,0,5,6,0,0,2,1,5,1,4,7,0,3of7
2,0,0,1,12,17,0,2,4,3,0,0,0,1,0,10,1,23,2,0,0,0,8,52,0,0,29,0,1,1,1,173,19,1,1,0,2,1,3,0,8,0,0,32,4,173,15,4,10,1,1,3,0,1,0,0,66,0,17,8,0,0,8,4,14,1,7,19,1,3of7
3,0,0,1,4,24,0,2,19,3,0,0,0,1,0,18,1,27,2,0,2,0,2,56,0,3,17,0,1,1,1,152,20,1,1,0,2,1,6,0,7,0,0,20,1,150,23,16,19,1,1,3,0,1,0,0,41,0,5,7,0,0,2,1,10,1,4,7,0,3of7
1,0,0,1,3,6,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,8,0,0,3,0,1,1,1,28,4,1,1,0,2,1,0,0,2,0,0,2,0,44,4,0,0,1,1,0,0,1,0,0,6,0,1,9,0,0,0,0,3,0,0,0,0,735612658
1,0,0,1,16,33,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,8,0,0,7,0,1,1,1,65,5,1,1,0,2,1,0,0,3,0,0,2,0,74,35,0,0,1,1,0,0,1,1,0,6,0,1,8,0,0,0,0,10,0,0,0,0,735612658
1,0,0,1,8,41,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,16,0,0,10,0,1,1,1,88,10,1,1,0,2,1,3,0,4,0,0,22,1,102,19,3,0,1,1,3,0,1,6,0,40,0,7,9,0,0,2,1,7,1,3,3,0,735612658
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,735612658
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,735612658
1,0,0,1,274,233,28,2,0,3,0,0,15,1,0,0,46,22,6,10,0,1,10,83,3,11,91,12,6,3,3,636,25,3,3,0,4,8,0,1,9,0,0,87,29,802,279,0,181,3,3,6,8,1,70,0,180,0,75,6,0,0,48,4,61,28,6,6,4,735612658
1,0,0,2,13,29,1,6,2,4,0,3,12,2,0,7,8,5,22,0,0,24,0,76,0,0,57,2,4,13,13,197,11,13,13,0,15,4,0,59,3,0,0,180,0,207,26,0,53,13,13,0,0,2,2,2,314,0,41,11,0,0,0,24,18,1,1,1,2,735612658
2,0,0,16,7,58,5,29,2,95,0,91,73,21,3,3,68,18,21,11,1,54,16,176,7,3,156,2,7,12,12,315,21,12,12,0,33,24,1,18,2,0,0,61,21,190,94,1,146,12,12,6,2,11,5,97,254,1,48,10,0,0,523,48,28,40,4,4,3,735612658
1,0,0,21,9,200,48,5,0,18,0,10,45,2,4,0,100,31,89,10,0,16,27,157,24,1,177,26,12,62,62,464,24,62,62,0,64,12,0,14,8,0,0,162,72,337,311,0,72,62,62,9,16,11,144,10,369,0,160,8,0,0,223,29,90,56,11,11,8,735612658
1,0,0,1,0,8,0,0,6,3,0,0,0,1,0,4,1,19,2,0,0,0,2,29,0,0,7,0,1,1,1,75,9,1,1,0,2,1,4,0,3,0,0,20,1,74,4,5,4,1,1,3,0,1,0,0,41,0,3,5,0,0,2,1,3,1,3,3,0,a180285
1,0,0,1,4,40,1,0,0,3,0,0,0,1,0,0,1,8,2,0,0,0,2,14,0,2,14,0,1,1,1,83,14,1,1,0,2,1,0,0,4,0,0,20,1,73,38,0,0,1,1,3,0,1,3,0,41,0,3,2,0,0,2,1,5,1,3,3,0,a180285
1,0,0,1,0,15,0,0,5,3,0,0,0,1,0,4,1,14,2,0,0,0,2,24,0,0,8,0,1,1,1,69,8,1,1,0,2,1,3,0,3,0,0,20,1,54,12,5,4,1,1,3,0,1,0,0,41,0,3,2,0,0,2,1,6,1,3,3,0,a180285
1,0,0,5,12,65,1,5,17,35,0,22,47,3,5,2,55,45,29,2,3,33,26,176,7,4,97,0,3,17,17,435,51,17,17,0,20,1,8,14,8,0,2,43,26,195,42,8,100,17,17,3,7,3,3,22,343,0,77,8,0,0,61,17,32,58,3,3,1,a180285
1,0,0,1,0,25,0,0,1,3,0,0,0,1,0,0,1,15,2,0,0,0,2,20,0,0,8,0,1,1,1,77,11,1,1,0,2,1,1,0,3,0,0,20,1,75,13,1,0,1,1,3,0,1,2,0,41,0,3,3,0,0,2,1,3,1,3,3,0,a180285
1,0,0,1,0,15,0,0,7,3,0,0,0,1,0,2,1,20,2,0,0,0,2,26,0,1,10,0,1,1,1,97,19,1,1,0,2,1,4,0,6,0,0,21,1,85,15,4,2,1,1,3,0,1,1,0,42,0,4,3,0,0,2,1,7,1,3,3,0,a180285
1,0,0,1,0,19,0,0,6,3,0,0,0,1,0,4,1,31,2,0,0,0,2,42,0,0,9,0,1,1,1,120,15,1,1,0,2,1,6,0,3,0,0,21,1,122,15,6,4,1,1,3,0,1,0,0,42,0,4,4,0,0,2,1,4,1,3,3,1,a180285
1,0,0,5,12,57,1,7,20,35,0,22,47,3,5,6,55,69,29,2,3,33,26,205,7,5,98,0,3,17,17,481,55,17,17,0,20,1,9,14,8,0,2,44,26,257,41,8,118,17,17,3,7,3,3,22,344,0,78,12,0,0,61,17,32,58,3,3,2,a180285
1,0,0,1,0,27,0,3,3,3,0,0,0,1,0,4,1,24,2,0,0,0,2,37,0,1,18,0,1,1,1,135,15,1,1,0,2,1,3,0,7,0,0,23,1,122,19,3,4,1,1,3,0,1,0,0,46,0,10,4,0,0,2,1,12,1,3,3,0,a180285
1,0,8,8,31,228,1,49,27,9,0,3,265,5,1,22,169,166,36,16,1,168,51,527,16,14,278,12,4,20,20,1189,156,20,20,0,25,4,23,60,3,0,0,326,46,474,113,25,400,20,20,3,0,5,32,10,1025,1,173,14,0,0,97,51,164,164,19,21,15,aa2985759
1,0,0,1,1,38,0,7,1,3,0,0,77,1,0,1,86,47,60,0,0,49,7,138,24,5,59,2,3,40,40,231,31,40,40,0,41,1,0,0,13,0,0,38,61,84,35,0,101,40,40,3,0,1,7,1,129,0,14,9,0,0,125,13,32,80,4,7,1,aa2985759
1,0,0,1,3,45,0,1,1,3,0,0,56,1,0,1,30,18,50,0,1,31,7,96,16,0,57,0,2,31,31,200,29,31,31,0,32,1,1,0,13,0,0,32,21,85,34,1,77,31,31,3,0,1,2,1,95,0,18,10,0,0,50,12,36,53,4,7,1,aa2985759
1,0,0,1,8,41,0,1,0,3,0,0,57,1,0,1,30,18,50,0,0,32,7,105,16,2,62,0,2,31,31,231,35,31,31,0,32,1,1,0,14,0,0,49,21,109,33,1,93,31,31,3,0,1,2,9,142,12,19,11,0,0,50,12,40,61,10,13,3,aa2985759
1,0,0,1,5,24,0,0,0,3,0,0,0,1,0,0,2,0,2,0,0,1,2,12,0,3,8,0,1,1,1,66,5,1,1,0,2,1,1,0,3,0,0,20,1,64,15,1,1,1,1,3,0,1,2,0,41,0,4,9,0,0,2,1,8,1,4,7,1,aa2985759
1,0,0,1,12,19,0,0,0,3,0,0,1,1,0,0,2,0,2,0,0,2,2,22,0,0,11,0,1,1,1,83,3,1,1,0,2,1,0,0,3,0,0,37,1,85,6,0,3,1,1,3,0,1,3,8,88,12,6,11,0,0,2,1,8,9,10,13,1,aa2985759
